,text,emotion_label,stress_label
4236,"gua baru sadar muka gua pas nikahan ga ada yg beres, kek terpaksa bgt senyum sampe photographernya blg biasanya penganten mah suka bgt di foto tapi kalo ini mah susah banget di foto",sad,0.63
4237,"alay, but pkn. se-gak suka itu aku sama pkn, dan kebetulan dikasih tugasnya banyak banget:')",sad,0.62
4238,"aku dulu suka banget sama wenda wkwk tp pas dia hempas untung ada jeketri, sedih",sad,0.66
4239,cinta memang rumit dan menguras energi jiwa raga hati hidup w :(,sad,0.63
4240,"ternyata beda ya dianggap sekadar suka sama tmpt cerita kebayang gmn poteknya dewangga waktu nanya ke april ""kamu beneran cuma anggap saya atasan yg kebetulan suka sama kamu ya? bukan laki-laki yg mungkin bisa kasih kamu a shoulder to cry on? a sharing partner instead?""",sad,0.64
4241,req dm telat banget :(( kalo mau nanya ke wa ato ga rep ama tag aku ya soalnya suka telat kalo dm,sad,0.74
4242,yg suka doang mah banyak gak gw pungkiri. nah yg sayang dan cinta kaga ada bwankk wkwkw :(,sad,0.62
4243,"dulu tiap ada yang kasih berkas talak suka heran kenapa harus pisah padahal masih muda bahkan ada yg sudah beranak, tapi keadaan mental istri atau suami ya mereka sendiri yg tau dan pasti itu sudah yg terbaik buat kedua pihak",sad,0.63
4244,"sedih banget dahh, kucing gua ada tuh 2 yg selalu dilepas dari kecil, tapi ya selalu inget pulang karna mereka emang ga suka main terlalu jauh dari rumah gitu.",sad,0.61
4245,"mau cerita, ayah sender tuh bukan tipe orang yang suka marah atau suka ngomong kasar ke sender. cuma tadi karena sender gamau ikut pergi keluar, sender dibilang bego sama ayah sender. rasanya sakit banget + kaget hehe. tapi sender nahan buat ga nangis didepan ayah.",sad,0.73
4246,abis vaksin dosis 3 rasanya badan suka gampang banget capek :(,sad,0.78
4247,"gaada:"") soalnya gue kurang suka yaa suka sihh tapi yaa ga banget banget gitu",sad,0.7
4248,"kenapa single? karna tiap suka sama orang, aku doang yang suka, dianya kaga alias cinta bertepuq sebelah tangan ;/3",sad,0.67
4249,"kalau abis mandi trus ngaca kadang suka mikirr, gila sih muka gw mirip alien banget :(",sad,0.64
4250,"iyaa, apalagi kalau udah yang sakit banget yang susah makan gitu suka minta suapin mama terus kalau tidur harus ditemenin papa juga t__t",sad,0.66
4251,"ngilunya nyebar keseluruh badan, bikin lu jadi sesek napas juga, jadi kek gw suka lupa buat napas lagi saking mending gua tahan napas aja. pokoknya sakit banget ga kuaat tp gw keukeuh gamau berobat kek malash wkwkkwkw jadi gw diemin ajaa",sad,0.6
4252,"i know this will end with ab, and i feel the story trying to pin c as antagonist but really anjir, siapa yang suka kalau u sayang sama orang tapi orang tsb ngomongin mantannya mulu sih",sad,0.72
4253,"dia dulu suka gue ghosting karena sibuk fds sama belajar soalnya kelas 9, gue pelor banget alias jam 10 udah tidur.. jam tidur gue dulu ga seberantakkan itu jadi cepet tidurnya tapi ni anak sabaar anjir. apa kena karma ya gue gagal move on banget sama yang sesabar dia :(",sad,0.62
4254,"aku loh sering banget begini,sampe temen-temenku suka sampe sumpah serapahin aku asli lupa banget,kayak berasa udah ngebales,eh taunya aku balesnya dalem hati sampe ada yang 6bulan kemudian batu ku bales,itupun aku ngehnya gara2 scroll chat,kalo ngga scroll bisa setahun:""(",sad,0.64
4255,"ngga suka jeruk tapi nggapapa deh, menyiksa banget sariawan",sad,0.66
4256,"gua ga enak banget keinget rant lama. kalo gua emang bukan manusia yang baik tapi serah lah. kek gua dah ngerasa kalian nyaman, kalian bisa dengerin apapun bahkan gua ngoceh tapi ternyata kalian malah ga suka ma gua ya terserah juga sih. gua masih bisa bahagia walau sendirian",sad,0.58
4257,"pernah suka, pernah sayang, tapi gak jadian. ;/3 :')",sad,0.77
4258,"bener banget, temen gue ada yg bilangin ke dia kalo gue suka sama dia eh dia bilang kita kan beda agama, mending jangan suka sama aku yaallah nyesek bangett",sad,0.52
4259,"suka nangis sendiri kalo ketemu orang orang baik banget ke gua padahal ga saling kenal awalnya, yaa allah jadi ngerasa bersalah pernah mikir hal hal negatif, kurang bersyukur banget",sad,0.64
4260,"aku pikir aku salah makan atau apa, karena aku sendiri kadang suka bandel klo urusan makan jdi aku pikir maag biasa tapi pas diperiksa itu katanya lambungku infeksi, mana obatnya banyak banget hiks makasih banyak ya kmu juga sehat2 teruss",sad,0.79
4261,"aku belum jadi sekolah ilmu komunikasi politik aja udah banyak bgt yg ga suka ih, hinaa banget aku kayanya",sad,0.79
4262,"mungkin salahku bang terlalu memanjakannya. kan nggak salah? iya sih. tapi kelamaan kok cam manfaatin. lha kok diam? namanya sayang kok ngeluh? sikap berpura & suka bersumpah untuk membela dirinya awak tak suka, takut karma. apa dia sadar ya bang? ntahla, cuma dia yang tau :')",sad,0.59
4263,"dulu suka banget bahkan aku sering diem di rumahnya krn ngerasa adem aja gitu, bisa diajak cerita juga, ngerti sm keadaanku, tp skrg udah gada sedih bgt :( gada temen cerita lagi :(",sad,0.8
4264,"kalo yg sa in gua adalah org yg gua lumayan suka juga ya bisa jadi jadian kalo nyaman.. kalo yg sa in gua cuma gua anggep temen, ya kadang masih bisa jadi temen, tapi ada jg yg nge block, pdhal yg suka dia bukan gua tapi ngamok :( dan juga ga pernah ngobrol, ya gua kan bingung",sad,0.5
4265,"gila ya, suka banget ke trigger banget anjir sama yg abusive sama hewan huhu, hatinya mati apa gimana sih.. t__t",sad,0.74
4266,"rindu sekali dengan ipe, rindu tempat saya menangis, orang yang saya jadikan alasan untuk suka dg buah naga. (foto ini diambil ketika kt memperjuangkan ugm, dan melepas penat belajar ke pasar kangen yogyakarta)",sad,0.78
4267,"dulu suka bgt, ke pasar apalagi, dijajanin dawet, cenil, pecel, jamu dan banyak lagi jajanan pasar.. kangenn banget.. kangeeeenn.. sekarang udh gapunya mbah putri .. swargi langgeng mbah",sad,0.76
4268,"sempet ketika lo lulus, dan gue masih di kelas 3. iyaa gue coba bgt buat terpaksa suka sm orang, sampe akhirnya jadian & disakitin. saat itu gue udh lupa sm lo jujur. fokus gue udh ke mantan gue ini, karna yaa udh sayang juga? wkwk jadi gue galauin ni orang lumayan lama lah",sad,0.71
4269,gak suka aja karna ini hubungan aku ya aku aja yg perlu tau baik buruknya dia mau kayak apa. ga semua juga bisa diceritain dan aku juga ga suka kalau ada masalah banyak yg ikut campur. mungkin sesekali aja kalau udh mentok banget butuh solusi dan sudut pandang orang lain,sad,0.51
4270,"emang suka ngedit foto ajasih, pas dirasa ""oke udah bagus nih"" lalu buka pinterest dyarr menciut langsung, insekyur sampe kerak bumi ngeras editan yg mau kujadikan igs kek ga pantes banget",sad,0.76
4271,ada sedikit penyesalan kenapa gak dri awal aja gue suka mereka pdahal gue udah tau mereka thun itu mereka booming banget tpi blm tertarik untk suka suka exo 2021 ni itu pun ya gra2 tmn krena dia juga bru suka exo di 2020 dia selalu nunjukin gue ttng exo jdi gue cri tau jga,sad,0.71
4272,":(( kdg suka sepi, tp beda lg sepi yg ngerasa kehilangan gitu loh.. berasa asing banget",sad,0.56
4273,"satu satu aku suka kamu, dua dua aku sayang kamu, tiga tiga aku cinta kamu, satu dua tiga kamu kena modus ._.",sad,0.74
4274,"bener sering bgt mikir kaya gini, terus kalo liat muka emak pas tidur langsung banjir banget. kaya ""pasti cape ya mah "". suka tiba2 nangis aja liat mamah diem2 gitu. sampe aku bilang "" selagi senyum mamah masih ada, semua masih baik baik aja"" tiap kalo aku mau nyerah",sad,0.61
4275,suka banget tapi gak pernah nyantol :(,sad,0.7
4276,aku suka kepipinan muda yg diisi oleh orang muda. tp sayang. kenapa join ph..,sad,0.79
4277,"ngerasa gak sih orang yang deket banget sama kita sekarang satu per satu jauh banget sama kita sekarang, jadi ngerasa asing gitu. kadang diem-diem suka pengen lari aja kalau ketemu orang itu, apalagi kalau gak sengaja ketemu di luar jadi canggung bgt buat nyapa duluan.",sad,0.62
4278,relate banget sampe suka dikatain sombong,sad,0.63
4279,"suka sedih sama orang yang ""benci sama diri nya sendiri"". kaya please banget disaat diluar sana orang orang jahat dan gak suka sama diri kita.. please lah cuman satu orang yang bisa cinta dan sayang sama kita yaitu diri kita sendiri. aku yakin untuk mencintai diri sendiri itu”",sad,0.66
4280,pernah nolak orang yg padahal gua suka banget ama dia alhasil gw gamon ampe 11 tahun berlalu,sad,0.56
4281,"lebih nyaman sendiri sebenernya karena ngga nyusahin orang lain. cuma kadang suka mikir masa ma sendiri terus, emang aku ngga se worth it itu tes tes nangis",sad,0.62
4282,ganggu banget dan bikin risih.. pingin resign jadinya :( padahal aku suka pekerjaan ini,sad,0.51
4283,"suka tapi dipendam. ya, gue banget :')",sad,0.57
4284,"kurang suka kadang wkwk kalau udah cerita berarti udah bingung banget. mending di omongin langsung ke pacar, di cari solusinya sama sama. kadang kalau berantem tuh kalau kita sebagai pacar pasti bisa maafin dan ngebucin lagi tp kalau cerita ke temen, belum tentu mereka bisa",sad,0.62
4285,"sayang, tapi ya ga bakal bisa bersatu. sebatas suka aja. sebatas teman dekat. itu udah lebih dari cukup. insya allah",sad,0.52
4286,"kadang kalau lagi deep talk sama ayah suka mau nangis aja, apalagi kalau soal pendidikan. ayah gua pingin banget kalau gua kuliah, karena emang kakak udah gak kuliah. bukan karena biaya kakak gua gak kuliah, tapi udah keenakan kerja jadi dia males kuliah.",sad,0.69
4287,"kadang cewek suka masang topeng sok tegar, sok fine, sok ""its gonna be okay"" padahal hatinya lagi nyesek banget. :')",sad,0.55
4288,"baru sadar trnyata senyesek ini suka sama org yg udh punya pacar, gw nyalahin diri sendiri krn dulu terlalu takut pdhl dia dah kasih kode, sering chat random, sering nempel ma gw mulu, tp gw terlalu takut mulai hal baru n td liat dia repost story pacarnya like hrsnya itu gw",sad,0.78
4289,"kasihan banget ya kamu ketemu cowok kayak aku gini.udah ga ganteng,suka curiga,sama cemburu lagi ahaha",sad,0.72
4290,"kadang diriku suka ga paham sama perasaan diri sendiri ga tau mana yang beneran sayang mana yang cuma sekedar pura"" semua orang ku anggap sama ku beneran tulus buat temenan sama semua orang engga pilih"" juga allah aja ga pilih"" masa diriku manusia biasa pilih"" tapi sering kecewa",sad,0.61
4291,padahal tinggal bilang maaf aja udah cukup bikin gua buat biasa lagi kok :(,sad,0.62
4292,sedih banget denger kabar kalo denise udah keluar dari secret number,sad,0.78
4293,"ya allah baru bangun denger kabar denise :"")",sad,0.74
4294,"begitu bnyak kekhawatiran ketika anak lhir tdk ckup bulan dan sdah mengalami beberapa riwayat medis alhamdulillah sampai saat ini semua berjalan normal, tapi kadang sbgai org tua bsa melemah ketika ada org yg melemahkan dengan bertanya ""kira2 bisa gak nanti ya"" dlm hal apapun -_-",sad,0.54
4295,"komenannya ga jauh dari kata 'normal', sakit hati gua bacanya.",sad,0.68
4296,"iya gue milih jalan yg gatau salah gatau bener, gimana caranya rumah tangga gue baik baik aja.. cuma itu. memang setelah mba e ini lama hubungan gue baik, bahagiaa, ribut hal kecil ya tp sampe kena pukul dan pala bocor sih gue udah biasa dan itu hal kecil buat gue.",sad,0.61
4297,a”luar biasa banget :( kadang suka iri sama anak ipa 3 dulu kenapa bisa ambis dan kompak secara bersamaan :( anak kelas gue malah berkelompok mulu kalo apa-apa jadinya males :(,sad,0.78
4298,"ini papa nya aja belum ada kabar gasih, aku laper belum disuruh makan sama ayang",sad,0.77
4299,"biasa nya begitu pang.. atau nunggu buln depan nya lagi buat bisa beli :"") agak miris dengan skincare yg agak mahal.. :(",sad,0.72
4300,"ga adaa!! barusan bgt jatohin pot bunga bokap, gue dimarahin dia cmn duduk santai di deket pot bunga ntu",sad,0.58
4301,aku rela menunggu meski kamu tak memberi kabar. bahkan aku sadar jika aku ingin kamu tinggal kan.,sad,0.5
4302,"pagi2 denger kabar kawan main yg kieu pisan pindah rumah ke luar kota ikut suaminya udah kawan sedikit, segala beda domisili );",sad,0.61
4303,pagi pagi dpt kabar baru ini rasanya pengen nangis masih positif thinking sbnernya tp sungguh ku tak bisa,sad,0.78
4304,bagaimana kalau aku tidak baik-baik saja,sad,0.58
4305,"gmnasi rasanya temen kelasnya di acak? tbh, biasa aja sebenernya soalnya pas smp jga gini, cuman lebih ga semangat kek hari hari biasanya aja, lebih banyak ngeluh sendiri, pendem semuanya sendiri, bingung jga sih kadang tbtb ngerasa sedih, bawaannya pen nangis",sad,0.55
4306,"jika basah karena hujan saja engkau resah, lalu bagaimana mungkin kau bilang akan membasuh hati yang lesu?..",sad,0.55
4307,menghilang begitu saja :'),sad,0.6
4308,"rek aku cewek umur 24thn aku diumur segini masih aja dipukulin sama bapakku sendiri. hanya krn masalah sepele, misal salah pake panci buat masak mie. aku dr kecil dah biasa dipukul. dan ibuku malah mengancam2 aku kalo sampe lapor ke siapa aja. aku harus gmn? aku udah menyerah dengan hidup",sad,0.58
4309,"aku sangat bodoh, saat aku tahu aku jatuh cinta denganmu dan terluka, karena aku tahu bahwa itu akan sia-sia saja",sad,0.53
4310,"iya, tentu saja ada airmata, tentu saja ada semilir duka.",sad,0.76
4311,"aku-yang selalu mudah kepikiran, berpikir kalau keluarga lama-lama muak membantu keluargaku terus, walau padahal mereka terlihat ikhlas-ikhlas saja. aku merasa bersalah karena di umurku yg menuju dewasa, aku ngga bisa membantu keuangan keluarga. aku jadi merasa lemah dan useless",sad,0.75
4312,"5 februari kenapa sih, pagi-pagi udah ada kabar sedih aja",sad,0.72
4313,inginku mengenggam tanganmu. memeluk dirimu erat. namun apa itu akan terwujud? kamu saja bahkan sudah muak denganku :'),sad,0.62
4314,pagi saat seisi semesta sujud pada zat yg acap lupa kau sebut sebab kesombongan yg membalut pagi ketika angin berbisik lirih saat malaikat rahmat mengirim kasih aku yg buta mata hati masih saja sedih pada jiwa yg letih pada raga yg merapuh dan rambut yg mulai memutih,sad,0.63
4315,"meski engkau yg pergi, meski engkau yg meninggalkan. meski engkau hilang,, tp engkau ttp bagiku msh ada si sampingku sprt biasanya,, maaf saat ini aku cmn bisa mendoakan smoga engkau baik2 saja dmnpun brda, selamanya engkau ttp ada dihati walau tak bs kumiliki lg",sad,0.75
4316,udah biasa kalah dan tersakiti,sad,0.55
4317,"apakabar ku?. apakah baik-baik saja,, tidak, aku sedang tidak baik fikiranku sedang tak menentu",sad,0.68
4318,this user sdg tidak.baik.baik saja sdg stress,sad,0.75
4319,pengabdian yang terpuji meskipun terlihat biasa,neutral,0.34
4320,baru saja mengirim foto,neutral,0.25
4321,apa kabar dunia twitter ? masihkah selucu dan seabsurd dulu ?,neutral,0.27
4322,yah gimana sih yang yaudah susul aku dulu kita sarapan bubur di tempat biasa,neutral,0.39
4323,saja ka dorg suro beli medium 2 set,neutral,0.29
4324,"ayo cek koleksinya, temukan angry draken yang unik nftindonesiamendunia _merketplace : skin normal: 0.003 eth",neutral,0.29
4325,kalau gitu biasa biasa aja dah gua.,neutral,0.25
4326,"dalam tiap-tiap twit, tak melulu perlu ada pesan moral. kadang yg kita perlukan hanya tersenyum membaca twit lucu tanpa arti, utk memulai hari yg bahagia.",neutral,0.29
4327,"halo v, apa kabar nih",neutral,0.29
4328,"pagi ruby, apa kabar?",neutral,0.37
4329,beredar kabar haji faisal kini mulai pasang tarif rp 5 juta untuk sekali wawancara,neutral,0.3
4330,"yukk gass, sudah siap mental siapa saja yang mau pergi",neutral,0.37
4331,"menurut kabar, burung temen ane lagi sakit",neutral,0.29
4332,"dah biasa sgt kalau dlm mimpi suka buat kecoh, jerit-jerit because ya know mimpi kan selalu opposite dgn perangai biasa kita. tapi masalahnya, tiba-tiba nak menjerit dlm loghat nismilan kat mak cik dan anak dia sbb menyibuk",neutral,0.39
4333,"oh kalo kfc iya masih ada rasanya, tapi kalo ayam biasa kan.. beda gak sih",neutral,0.36
4334,dipikir pikir habis dapet kabar baik eh langsung gitu bisa dibalik,neutral,0.4
4335,baru saja mengirim foto ngaringan klumpit,neutral,0.28
4336,ternyata bkn aku saja yg diperlakukan seperti itu. cewe lain jg sama specialnya dimata dia,neutral,0.25
4337,cukup ke spook di banner weapon sekali saja hiks. tapi paling ntar coba 10x pull di engulf.,neutral,0.25
4338,baru saja mengirim video,neutral,0.36
4339,"gak aneh kok nder, kamu dom mana? kalau deket ayo nonton bareng aku kutemenin. tapi nonton sendiri juga gak buruk bodoamat aja toh gak kenal. awala"" bingung itu normal banget kok",neutral,0.23
4340,"pagi moots, gmn kabar kaliaan?",neutral,0.29
4341,gak ada yang komentar ya..aku saja dah..tapi aq pro situ aja,neutral,0.26
4342,"hmm.. aku rasa, sekarang aku lebih baik baik saja daripada kemarin. nggak papa.",neutral,0.24
4343,"min, kalau ada yang mau main badminton bareng. bisa banget join, di gor saratoga sore ini jam 4-6 sore. monggo join saja, trims min.",neutral,0.22
4344,biasa na nu jiga kieu mah jadi penjahat na jaka sembung ..,neutral,0.33
4345,"bukan karena kebutuhan, tapi hanya iseng saja. joshua termasuk yang suka bergaul dengan berbagai lapisan masyarakat meskipun jika sudah puas akan menghilang begitu saja. ""alright."" joshua menyelesaikan pencukuran itu. ia segera mengambil sabun khusus dan membersihkan dada gori.",neutral,0.33
4346,"benda paling sakti saat ini bukan nuklir tapi doit..ia bisa do it..do apa saja,,hampir semuanya bisa dibeli..",neutral,0.25
4347,"ingat mereka tetap akan menjadi orang baik. mungkin saat kamu dibuat hancur oleh mereka, mereka sedang tidak tau apa yang mereka perbuat. tuhan saja selalu memberikan pengampunan untuk kita manusia. masa kita sesama mamusia tidak bisa saling mengampuni.",neutral,0.27
4348,"bahkan ruu-nya saja ada yg menentang kayak..ah sudahlah, gw mau muaythai aja biar bisa melindungi diri sendiri~",neutral,0.23
4349,pagi yang normal dan sejuk,neutral,0.21
4350,beragama tetapi menganggap mencuri menjadi biasa dengan dalih lele nya kabur lalu saya ambil saja daripada mati di jalan. miris,neutral,0.3
4351,fuh i know flexi lembap ..tambah2 from em to wm.. seller ckp dia post 31/1.. 3 feb baru proses..ha pastu sangkutlah sampai sudah..lain kali informlah sblom post tu kalau pakai flexi courier lain yg normal if tak inform i tak kisah sbb duration dia tak mcm flexi..,neutral,0.33
4352,untung sudah biasa ngurus apa apa sendiri yaa. plus point for me,neutral,0.38
